Code,Municipality,Population,Reference Date,Year,Annual financial statement,Debts,Public-private partnerships,Leasing,Total debts,Revenues,Expenditures
80129,Vandans,2609,31.10.2015,2017,31.12.2017,675655463,0,0,675655463,1386748305,1386748305
80201,Alberschwende,3218,31.10.2015,2017,31.12.2017,257684673,11414900,1101052,1400275725,7060116,7060116
80202,Andelsbuch,2397,31.10.2015,2017,31.12.2017,119993533,0,0,119993533,1082891451,1082891451
80203,Au,1694,31.10.2015,2017,31.12.2017,26198753,1127500,0,138948753,442230141,442230141
80204,Bezau,2026,31.10.2015,2017,31.12.2017,229590066,3222300,0,551820066,564534856,564534856
80205,Bildstein,729,31.10.2015,2017,31.12.2017,309598205,0,0,309598205,216979456,216979456
80206,Bizau,1056,31.10.2015,2017,31.12.2017,69964186,0,0,69964186,278501833,278501833
80207,Bregenz,29079,31.10.2015,2017,31.12.2017,5599180735,10683000,5378859,6811271242,1106068875,1106068875
80208,Buch,601,31.10.2015,2017,31.12.2017,225532754,0,0,225532754,235109099,235109099
80209,Damüls,299,31.10.2015,2017,31.12.2017,420634755,0,0,420634755,345635964,345635964
80210,Doren,1023,31.10.2015,2017,31.12.2017,172799467,1885400,0,361339467,468724766,469334378
80211,Egg ,3507,31.10.2015,2017,31.12.2017,520370702,5269500,1094555,1048415257,1663362906,1663362906
80212,Eichenberg,413,31.10.2015,2017,31.12.2017,155694355,0,0,155694355,248189086,248189086
80213,Fußach,3818,31.10.2015,2017,31.12.2017,273603126,539703263,0,813306389,1069244536,1069244536
80214,Gaißau,1789,31.10.2015,2017,31.12.2017,155334766,0,12993492,168328258,62143266,62143266
80215,Hard,13140,31.10.2015,2017,31.12.2017,3243432666,1358900,25944909,3449043223,5197912202,5197912202
80216,Hittisau,1929,31.10.2015,2017,31.12.2017,2567289,0,994332,26667222,545406279,545406279
80217,Höchst,7872,31.10.2015,2017,31.12.2017,174627293,2452200,14242699,199149293,2831411901,2831411901
80218,Hörbranz,6337,31.10.2015,2017,31.12.2017,35656381,0,7323131,35656381,1460344342,1460344342
80219,Hohenweiler,1261,31.10.2015,2017,31.12.2017,18280346,0,0,18280346,293470034,298200814
80220,Kennelbach,1889,31.10.2015,2017,31.12.2017,155070977,0,2769534,157840511,572871259,572871259
80221,Krumbach,977,31.10.2015,2017,31.12.2017,220628458,0,1622151,222250609,293848361,293848361
80222,Langen bei Bregenz,1337,31.10.2015,2017,31.12.2017,500000,0,0,500000,449704817,449704817
80223,Langenegg,1138,31.10.2015,2017,31.12.2017,255388974,0,170054,257089514,512392536,512392536
80224,Lauterach,10002,31.10.2015,2017,31.12.2017,1350098728,10209200,15992948,2423017064,3223504524,3223504524
80225,Lingenau,1426,31.10.2015,2017,31.12.2017,721760683,0,488025,722248708,879093952,879093952
80226,Lochau,5720,31.10.2015,2017,31.12.2017,695130897,0,848185,705284991,166173511,150968856
80227,Mellau,1304,31.10.2015,2017,31.12.2017,1350047,0,0,1350047,660504185,660504185
80228,Mittelberg,4765,31.10.2015,2017,31.12.2017,1473710517,0,0,1473710517,304421834,304421834
80229,Möggers,504,31.10.2015,2017,31.12.2017,174398264,0,0,174398264,221458144,221458144
80230,Reuthe,645,31.10.2015,2017,31.12.2017,7364681,229700,0,30334681,194105177,194105177
80231,Riefensberg,1042,31.10.2015,2017,31.12.2017,46534494,0,0,46534494,257912492,257912492
80232,Schnepfau,462,31.10.2015,2017,31.12.2017,60862198,0,0,60862198,251555895,251555895
80233,Schoppernau,947,31.10.2015,2017,31.12.2017,284766619,0,0,284766619,382430949,382430949
80234,Schröcken,210,31.10.2015,2017,31.12.2017,426187965,0,0,426187965,298190153,336164776
80235,Schwarzach,3866,31.10.2015,2017,31.12.2017,153399617,5529300,0,706329617,956170719,956170719
80236,Schwarzenberg,1858,31.10.2015,2017,31.12.2017,7544848,1693400,0,176884848,548432072,548432072
80237,Sibratsgfäll,397,31.10.2015,2017,31.12.2017,33522027,0,0,33522027,109099461,109099461
80238,Sulzberg,1774,31.10.2015,2017,31.12.2017,214702756,776300,1046985,293379741,542439461,542439461
80239,Warth,154,31.10.2015,2017,31.12.2017,30450898,254500,0,32995898,439852072,439852072
80240,Wolfurt,8360,31.10.2015,2017,31.12.2017,460100433,0,17161591,460784613,3424611958,3424611958
80301,Dornbirn,47962,31.10.2015,2017,31.12.2017,1304057916,5159700,14150525,138598407,2847782198,2847782198
80302,Hohenems,15878,31.10.2015,2017,31.12.2017,1737831277,15348200,22252943,3272651277,4447514139,4447514139
80303,Lustenau,22092,31.10.2015,2017,31.12.2017,678384584,0,41372544,679769184,8273344733,8273165167
80401,Altach,6451,31.10.2015,2017,31.12.2017,1291914196,0,8989009,1291914196,1820661384,1820661384
80402,Düns,413,31.10.2015,2017,31.12.2017,118868209,0,0,118868209,191154804,191154804
80403,Dünserberg,152,31.10.2015,2017,31.12.2017,20415498,0,0,20415498,75666845,75666845
80404,Feldkirch,32338,31.10.2015,2017,31.12.2017,3898699479,14369600,4646316,5335659479,922107596,922107596
80405,Frastanz,6316,31.10.2015,2017,31.12.2017,394040442,3465700,7905983,768149101,1569981088,1569981088
80406,Fraxern,666,31.10.2015,2017,31.12.2017,331199121,1523000,0,483499121,395923608,39601339
80407,Göfis,3255,31.10.2015,2017,31.12.2017,1572191246,0,0,1572191246,1318085994,1318085994
80408,Götzis,11286,31.10.2015,2017,31.12.2017,2726972863,6563600,15505631,3383332863,3079465294,3079465294
80409,Klaus,3110,31.10.2015,2017,31.12.2017,15088093,796600,32224,1588501524,923682762,923682762
80410,Koblach,4423,31.10.2015,2017,31.12.2017,57115583,5017500,0,558865583,1113755082,1113755082
80411,Laterns,657,31.10.2015,2017,31.12.2017,361770894,1670700,0,528840894,269230383,269230383
80412,Mäder,3822,31.10.2015,2017,31.12.2017,444611374,2563800,41002872,741994246,1029582487,1029582487
80413,Meiningen,2159,31.10.2015,2017,31.12.2017,30939445,1262500,0,157189445,588045917,588045917
80414,Rankweil,11760,31.10.2015,2017,31.12.2017,1329399066,0,17242382,1330100741,3427400429,3427400429
80415,Röns,326,31.10.2015,2017,31.12.2017,156571524,1435300,0,300101524,100013056,100013056
80416,Röthis,1902,31.10.2015,2017,31.12.2017,158614952,0,0,158614952,544023869,544023869
80417,Satteins ,2546,31.10.2015,2017,31.12.2017,62022022,2516400,0,313662022,802957791,802957791
80418,Schlins,2331,31.10.2015,2017,31.12.2017,488351839,0,76161,489113449,666160895,666160895
80419,Schnifis,783,31.10.2015,2017,31.12.2017,73857246,469900,0,120847246,199670253,199670253
80420,Sulz,2524,31.10.2015,2017,31.12.2017,526090828,0,34624501,560715329,814731477,829859236
80421,Übersaxen,639,31.10.2015,2017,31.12.2017,99222214,504900,0,149712214,161851656,161851656
80422,Viktorsberg,403,31.10.2015,2017,31.12.2017,8072895,0,0,8072895,104239376,104239376
80423,Weiler,2110,31.10.2015,2017,31.12.2017,38576843,432900,0,42905843,610579753,610579753
80424,Zwischenwasser ,3218,31.10.2015,2017,31.12.2017,581288486,899700,0,671258486,94850717,94850717
80101,Bartholomäberg,2351,31.10.2016,2018,31.12.2018,280870941,0,170365867,451236808,687342041,687342041
80102,Blons,342,31.10.2016,2018,31.12.2018,258262456,2554800,0,513742456,335634917,338131234
80103,Bludenz  ,14357,31.10.2016,2018,31.12.2018,2402290617,4022600,23521658,283355094,4731885105,4731885105
80104,Bludesch,2365,31.10.2016,2018,31.12.2018,609174973,0,2629397,61180437,1179079277,1179079277
80105,Brand,692,31.10.2016,2018,31.12.2018,556803561,0,0,556803561,582697045,582697045
80106,Bürs,3233,31.10.2016,2018,31.12.2018,422682776,15920000,0,2014682776,1344329993,1344329993
80107,Bürserberg,537,31.10.2016,2018,31.12.2018,407123111,0,0,407123111,434049096,434049096
80108,Dalaas,1581,31.10.2016,2018,31.12.2018,291651688,85800,0,300231688,53876439,53876439
80109,Fontanella,461,31.10.2016,2018,31.12.2018,25438904,0,0,25438904,260533045,260533045
80110,Gaschurn,1482,31.10.2016,2018,31.12.2018,525727161,2640900,0,789817161,125528089,125528089
80111,Innerbraz,977,31.10.2016,2018,31.12.2018,89190158,0,0,89190158,382153169,382153169
80112,Klösterle,678,31.10.2016,2018,31.12.2018,735680893,0,4542213,740223106,633156831,633156831
80113,Lech,1492,31.10.2016,2018,31.12.2018,478638868,8419500,322481,1323813678,3079259284,3079259284
80114,Lorüns,284,31.10.2016,2018,31.12.2018,4045918,463500,0,8680918,110197149,110197149
80115,Ludesch,3452,31.10.2016,2018,31.12.2018,802653008,3971300,0,1199783008,960532303,960532303
80116,Nenzing,6252,31.10.2016,2018,31.12.2018,1537467302,2229700,11795141,2077938195,2377784839,2377784839
80117,Nüziders,4908,31.10.2016,2018,31.12.2018,144300154,4761300,1299324,633423394,140730971,140730971
80118,Raggal,865,31.10.2016,2018,31.12.2018,305022521,1179500,0,422972521,30349308,30349308
80119,St. Anton i.M.,731,31.10.2016,2018,31.12.2018,141816512,0,0,141816512,192017098,192017098
80120,St. Gallenkirch,2216,31.10.2016,2018,31.12.2018,403018508,4521100,497803,855626311,1100120249,1100120249
80121,St. Gerold,393,31.10.2016,2018,31.12.2018,403200916,688800,0,472080916,205834735,201977506
80122,Schruns,3717,31.10.2016,2018,31.12.2018,1119892848,472800,0,1167172848,1711129014,170234833
80123,Silbertal,850,31.10.2016,2018,31.12.2018,431560994,160000,100716,448568154,429172498,429172498
80124,Sonntag,699,31.10.2016,2018,31.12.2018,280793949,0,0,280793949,391171702,391171702
80125,Stallehr,299,31.10.2016,2018,31.12.2018,79719214,0,0,79719214,104666999,104666999
80126,Thüringen,2269,31.10.2016,2018,31.12.2018,595461045,7521600,0,1347621045,762884246,762884246
80127,Thüringerberg,708,31.10.2016,2018,31.12.2018,162233628,814600,1032197,244725825,262589709,262750647
80128,Tschagguns,2227,31.10.2016,2018,31.12.2018,96398097,1698300,593704,1134404674,817862441,90305742
80129,Vandans,2610,31.10.2016,2018,31.12.2018,788047507,0,0,788047507,990028258,990028258
80201,Alberschwende,3272,31.10.2016,2018,31.12.2018,239246978,11189200,878056,1359045034,799405723,799405723
80202,Andelsbuch,2487,31.10.2016,2018,31.12.2018,113655211,0,0,113655211,851986619,894354011
80203,Au,1728,31.10.2016,2018,31.12.2018,16643266,941500,0,110793266,525375484,525375484
80204,Bezau,2017,31.10.2016,2018,31.12.2018,195138098,3012800,0,496418098,600568307,600568307
80205,Bildstein,726,31.10.2016,2018,31.12.2018,283614665,0,0,283614665,21572277,21572277
80206,Bizau,1081,31.10.2016,2018,31.12.2018,64587053,0,0,64587053,278845532,278845532
80207,Bregenz,29595,31.10.2016,2018,31.12.2018,6505757864,0,6074355,6649822997,1204570482,1204570482
80208,Buch,598,31.10.2016,2018,31.12.2018,33858176,0,0,33858176,318832537,318832537
80209,Damüls,308,31.10.2016,2018,31.12.2018,380896526,0,0,380896526,395036143,395036143
80210,Doren,1031,31.10.2016,2018,31.12.2018,184726782,1700700,0,354796782,464439692,467662497
80211,Egg ,3520,31.10.2016,2018,31.12.2018,1158229686,4634200,813152,1622462838,215710036,215710036
80212,Eichenberg,402,31.10.2016,2018,31.12.2018,325058604,0,0,325058604,388355537,388355537
80213,Fußach,3828,31.10.2016,2018,31.12.2018,250194313,5326600,0,782854313,1165167622,1165167622
80214,Gaißau,1802,31.10.2016,2018,31.12.2018,193938084,0,6501618,200439702,580382805,580382805
80215,Hard,13330,31.10.2016,2018,31.12.2018,3588906476,1225900,30675557,3765384835,6124835753,6124835753
80216,Hittisau,2019,31.10.2016,2018,31.12.2018,25181687,0,95831,26139997,742558337,742558337
80217,Höchst,7925,31.10.2016,2018,31.12.2018,1594610276,2233800,12719509,1817990276,2533600961,2533600961
80218,Hörbranz,6330,31.10.2016,2018,31.12.2018,27562708,0,8485670,27562708,1620079486,1620079486
80219,Hohenweiler,1292,31.10.2016,2018,31.12.2018,16031114,0,0,16031114,29930686,399055009
80220,Kennelbach,1898,31.10.2016,2018,31.12.2018,2101804,0,1981592,212161992,5722402,5722402
80221,Krumbach,991,31.10.2016,2018,31.12.2018,182642335,0,645364,183287699,300768331,300768331
80222,Langen b.Breg.,1421,31.10.2016,2018,31.12.2018,917537,0,0,917537,439603521,439603521
80223,Langenegg,1151,31.10.2016,2018,31.12.2018,29464312,0,131774,29596086,493477007,493477007
80224,Lauterach,10200,31.10.2016,2018,31.12.2018,12650751,111244907,16174717,2422548942,3223525631,3223525631
80225,Lingenau,1437,31.10.2016,2018,31.12.2018,636294701,0,357885,636652586,491650709,491650709
80226,Lochau,5778,31.10.2016,2018,31.12.2018,995581992,0,9490677,1003876108,1875424133,1875424133
80227,Mellau,1317,31.10.2016,2018,31.12.2018,457114334,0,0,457114334,830129873,830129873
80228,Mittelberg,4837,31.10.2016,2018,31.12.2018,1831295506,0,0,1831295506,35876554,35876554
80229,Möggers,514,31.10.2016,2018,31.12.2018,160347008,0,0,160347008,192766835,192766835
80230,Reuthe,662,31.10.2016,2018,31.12.2018,105030027,184000,0,123430027,323321663,323321663
80231,Riefensberg,1073,31.10.2016,2018,31.12.2018,75015786,0,0,75015786,343214573,343214573
80232,Schnepfau,448,31.10.2016,2018,31.12.2018,79319947,0,0,79319947,236162053,236162053
80233,Schoppernau,956,31.10.2016,2018,31.12.2018,241782313,0,0,241782313,355683007,355683007
80234,Schröcken,212,31.10.2016,2018,31.12.2018,405972555,0,2105755,40807831,353708657,377686689
80235,Schwarzach,3913,31.10.2016,2018,31.12.2018,443033175,1926400,0,635673175,1442129265,1442129265
80236,Schwarzenberg,1866,31.10.2016,2018,31.12.2018,691115,158796031,0,165707181,616297027,616297027
80237,Sibratsgfäll,396,31.10.2016,2018,31.12.2018,30471209,0,0,30471209,113654571,113654571
80238,Sulzberg,1815,31.10.2016,2018,31.12.2018,265559988,628500,703965,329113953,685200522,685200522
80239,Warth,154,31.10.2016,2018,31.12.2018,279548555,219800,0,301528555,307522451,307522451
80240,Wolfurt,8434,31.10.2016,2018,31.12.2018,453214379,6000000,17351010,1053214379,3451122083,3451122083
80301,Dornbirn,48741,31.10.2016,2018,31.12.2018,136268633,4769800,15349630,1437784277,3056898289,3056898289
80302,Hohenems,16078,31.10.2016,2018,31.12.2018,1987005707,14462800,25113741,3433285707,5029053598,5029053598
80303,Lustenau,22487,31.10.2016,2018,31.12.2018,6769146384,0,41047235,6782992384,8194267616,8193280573
80401,Altach,6539,31.10.2016,2018,31.12.2018,1135398259,0,8786503,1135398259,1772757284,1766548479
80402,Düns,423,31.10.2016,2018,31.12.2018,11447527,0,0,11447527,167887245,167887245
80403,Dünserberg,153,31.10.2016,2018,31.12.2018,185898911,0,0,185898911,75328932,75328932
80404,Feldkirch,32853,31.10.2016,2018,31.12.2018,3624384559,13096600,5130776,4934044559,1030891749,1030891749
80405,Frastanz,6434,31.10.2016,2018,31.12.2018,346802778,3215900,9224005,688075041,1854508445,1854508445
80406,Fraxern,681,31.10.2016,2018,31.12.2018,462916147,0,0,462916147,421446537,421446537
80407,Göfis,3282,31.10.2016,2018,31.12.2018,1504912741,0,0,1504912741,1138264518,1148708049
80408,Götzis,11490,31.10.2016,2018,31.12.2018,2618466488,6213300,16372161,3239796488,3272794793,3272794793
80409,Klaus,3147,31.10.2016,2018,31.12.2018,142328453,416900,0,146497453,989099163,989099163
80410,Koblach,4476,31.10.2016,2018,31.12.2018,39841303,4718600,0,511701303,1155752161,1155752161
80411,Laterns,650,31.10.2016,2018,31.12.2018,357921097,1592200,0,517141097,285910254,285910254
80412,Mäder,3880,31.10.2016,2018,31.12.2018,683704799,2368800,12856442,933441241,126762806,126762806
80413,Meiningen,2215,31.10.2016,2018,31.12.2018,104091072,1172500,0,221341072,604959046,604959046
80414,Rankweil,11864,31.10.2016,2018,31.12.2018,1159859281,0,19164488,1160160002,3786604557,3786604557
80415,Röns,348,31.10.2016,2018,31.12.2018,14726518,1305400,0,27780518,102887282,102887282
80416,Röthis,1899,31.10.2016,2018,31.12.2018,141492293,0,0,141492293,767446288,767446288
80417,Satteins ,2645,31.10.2016,2018,31.12.2018,16763785,2357800,0,252543785,873252976,873252976
80418,Schlins,2377,31.10.2016,2018,31.12.2018,519268184,0,-543006,518725178,807060034,807060034
80419,Schnifis,791,31.10.2016,2018,31.12.2018,99070523,0,0,99070523,299714126,299714126
80420,Sulz,2573,31.10.2016,2018,31.12.2018,561554542,0,2477758,586332122,971761787,1004027185
80421,Übersaxen,629,31.10.2016,2018,31.12.2018,125042006,466300,0,171672006,333351638,386849103
80422,Viktorsberg,407,31.10.2016,2018,31.12.2018,4609893,0,0,4609893,134066727,134066727
80423,Weiler,2098,31.10.2016,2018,31.12.2018,394631529,359800,0,430611529,596066348,596066348
80424,Zwischenwasser ,3171,31.10.2016,2018,31.12.2018,601413402,829900,0,684403402,894113347,894113347
80101,Bartholomäberg,2362,31.10.2017,2019,31.12.2019,245672298,0,129397684,375069982,683491043,684350917
80102,Blons,350,31.10.2017,2019,31.12.2019,544688282,0,0,544688282,567982262,581755847
80103,Bludenz  ,14565,31.10.2017,2019,31.12.2019,2258082692,3572000,24413675,2658054562,4920080403,4920080403
80104,Bludesch,2390,31.10.2017,2019,31.12.2019,744599724,0,0,744599724,1047560822,1047560822
80105,Brand,713,31.10.2017,2019,31.12.2019,584310513,0,0,584310513,636331782,636331782
80106,Bürs,3276,31.10.2017,2019,31.12.2019,372466043,15159900,0,1888456043,1355336121,1355336121
80107,Bürserberg,565,31.10.2017,2019,31.12.2019,362566063,0,0,362566063,363892328,363892328
80108,Dalaas,1590,31.10.2017,2019,31.12.2019,263283046,0,0,263283046,514874645,514874645
80109,Fontanella,440,31.10.2017,2019,31.12.2019,212644094,0,0,212644094,228755877,228755877
80110,Gaschurn,1458,31.10.2017,2019,31.12.2019,486846776,2474700,0,734316776,880388254,880388254
80111,Innerbraz,983,31.10.2017,2019,31.12.2019,92658944,0,0,92658944,317346306,317346306
80112,Klösterle,683,31.10.2017,2019,31.12.2019,773505758,0,3411321,776917079,56956137,56956137
80113,Lech,1530,31.10.2017,2019,31.12.2019,1305917396,7220500,1161037,2029128433,3295025601,3295025601
80114,Lorüns,303,31.10.2017,2019,31.12.2019,36827173,409700,0,77797173,117482435,117482435
80115,Ludesch,3448,31.10.2017,2019,31.12.2019,1087287829,0,0,1087287829,14063693,14063693
80116,Nenzing,6243,31.10.2017,2019,31.12.2019,1242195846,2074800,14246481,1729649764,2835571094,2835571094
80117,Nüziders,4949,31.10.2017,2019,31.12.2019,519634528,4264200,0,946054528,1833764977,1833764977
80118,Raggal,875,31.10.2017,2019,31.12.2019,402783997,0,0,402783997,416248804,419531398
80119,St. Anton i.M.,718,31.10.2017,2019,31.12.2019,129191714,0,0,129191714,180749694,180749694
80120,St. Gallenkirch,2234,31.10.2017,2019,31.12.2019,399203728,4232100,308525,822722253,1120482405,1120482405
80121,St. Gerold,407,31.10.2017,2019,31.12.2019,397182102,738200,0,471002102,185198928,190179739
80122,Schruns,3809,31.10.2017,2019,31.12.2019,1017100629,445200,0,1061620629,1749074784,1766462599
80123,Silbertal,841,31.10.2017,2019,31.12.2019,380486414,104300,704304,391620718,324542773,324542773
80124,Sonntag,675,31.10.2017,2019,31.12.2019,271244694,0,0,271244694,294409917,295918015
80125,Stallehr,292,31.10.2017,2019,31.12.2019,107565606,0,0,107565606,125420353,125420353
80126,Thüringen,2242,31.10.2017,2019,31.12.2019,551377167,8973100,0,1448687167,85003292,85003292
80127,Thüringerberg,714,31.10.2017,2019,31.12.2019,242147434,726200,1032197,315799631,291003502,291003502
80128,Tschagguns,2185,31.10.2017,2019,31.12.2019,889451602,1539500,385768,104378737,760767343,792687455
80129,Vandans,2652,31.10.2017,2019,31.12.2019,771712345,0,0,771712345,940531004,1008961956
80201,Alberschwende,3247,31.10.2017,2019,31.12.2019,304556122,10892100,65506,1394421182,933385893,933385893
80202,Andelsbuch,2544,31.10.2017,2019,31.12.2019,457903492,0,0,457903492,1009679942,962534202
80203,Au,1744,31.10.2017,2019,31.12.2019,9169306,732100,0,82379306,505168542,505168542
80204,Bezau,2009,31.10.2017,2019,31.12.2019,160458031,2801400,0,440598031,576189505,576189505
80205,Bildstein,766,31.10.2017,2019,31.12.2019,262684321,0,0,262684321,20693731,20693731
80206,Bizau,1086,31.10.2017,2019,31.12.2019,59652151,0,0,59652151,307332037,307332037
80207,Bregenz,29791,31.10.2017,2019,31.12.2019,659035401,0,5457065,671177519,1123667428,1123667428
80208,Buch,598,31.10.2017,2019,31.12.2019,322521654,0,0,322521654,323321126,323321126
80209,Damüls,309,31.10.2017,2019,31.12.2019,340762117,0,0,340762117,391980077,391980077
80210,Doren,1032,31.10.2017,2019,31.12.2019,189732315,15155805,0,341290365,345768476,348846421
80211,Egg ,3545,31.10.2017,2019,31.12.2019,1268186336,4436747,1620524,171348156,1876020641,1876028345
80212,Eichenberg,421,31.10.2017,2019,31.12.2019,335293729,0,0,335293729,245247028,307859358
80213,Fußach,3864,31.10.2017,2019,31.12.2019,226810929,4631600,0,689970929,1172877039,1172877039
80214,Gaißau,1819,31.10.2017,2019,31.12.2019,172569431,0,0,172569431,525195335,525195335
80215,Hard,13476,31.10.2017,2019,31.12.2019,3195035035,1092200,25225292,3342460602,5054497174,5054497174
80216,Hittisau,2042,31.10.2017,2019,31.12.2019,24427403,0,736742,25164145,646456428,646456428
80217,Höchst,8019,31.10.2017,2019,31.12.2019,2004706871,0,18773109,2004706871,3732842953,3732842953
80218,Hörbranz,6351,31.10.2017,2019,31.12.2019,19086823,0,7351349,19086823,1468984313,1468984313
80219,Hohenweiler,1273,31.10.2017,2019,31.12.2019,13748361,0,0,13748361,345571536,567540334
80220,Kennelbach,1940,31.10.2017,2019,31.12.2019,362398855,0,1190094,363588949,729106378,729106378
80221,Krumbach,1022,31.10.2017,2019,31.12.2019,172211612,0,67100,178921612,298230072,298230072
80222,Langen b.Breg.,1410,31.10.2017,2019,31.12.2019,1469537,0,0,1469537,656301505,656301505
80223,Langenegg,1134,31.10.2017,2019,31.12.2019,305963016,0,93494,306897956,486841579,486841579
80224,Lauterach,10291,31.10.2017,2019,31.12.2019,1177058164,10359300,13932385,2250402096,2808032056,2808032056
80225,Lingenau,1470,31.10.2017,2019,31.12.2019,564462124,0,227745,564689869,773309668,773309668
80226,Lochau,5764,31.10.2017,2019,31.12.2019,933729865,0,7669568,936381377,1548219785,1548219785
80227,Mellau,1302,31.10.2017,2019,31.12.2019,471625141,0,0,471625141,504073055,504073055
80228,Mittelberg,4844,31.10.2017,2019,31.12.2019,1701812992,0,0,1701812992,3362823904,3362823904
80229,Möggers,536,31.10.2017,2019,31.12.2019,18076452,0,0,18076452,338429655,338429655
80230,Reuthe,666,31.10.2017,2019,31.12.2019,97572268,137900,0,111362268,276703816,276703816
80231,Riefensberg,1090,31.10.2017,2019,31.12.2019,150468736,0,0,150468736,407802087,407802087
80232,Schnepfau,448,31.10.2017,2019,31.12.2019,38255412,0,0,38255412,157402767,157402767
80233,Schoppernau,953,31.10.2017,2019,31.12.2019,203139071,0,0,203139071,329896561,329896561
80234,Schröcken,216,31.10.2017,2019,31.12.2019,363384122,0,1712719,365096841,334871674,367722678
80235,Schwarzach,3919,31.10.2017,2019,31.12.2019,388963157,1717500,0,560713157,1046447798,1046447798
80236,Schwarzenberg,1856,31.10.2017,2019,31.12.2019,101446949,1481100,0,249556949,682324479,682324479
80237,Sibratsgfäll,405,31.10.2017,2019,31.12.2019,27393265,0,0,27393265,118871493,118871493
80238,Sulzberg,1833,31.10.2017,2019,31.12.2019,298603146,503400,2970945,351914091,668577845,668577845
80239,Warth,168,31.10.2017,2019,31.12.2019,488866902,0,0,488866902,600135035,600135035
80240,Wolfurt,8460,31.10.2017,2019,31.12.2019,447411683,5858000,16200206,1037024911,3226449378,3226449378
80301,Dornbirn,49217,31.10.2017,2019,31.12.2019,1536393066,4379800,15640591,1604714509,3142725638,3142725638
80302,Hohenems,16334,31.10.2017,2019,31.12.2019,2403879982,14181900,27941227,3822485542,5583916377,5583916377
80303,Lustenau,22797,31.10.2017,2019,31.12.2019,6767785211,0,37445234,6767785211,7488135459,7717537909
80401,Altach,6614,31.10.2017,2019,31.12.2019,1027917062,0,9447240,1027917062,1902480054,1902480054
80402,Düns,417,31.10.2017,2019,31.12.2019,110056389,0,0,110056389,22793537,235571035
80403,Dünserberg,154,31.10.2017,2019,31.12.2019,143968814,0,0,143968814,111877625,111877625
80404,Feldkirch,33279,31.10.2017,2019,31.12.2019,4351400853,11898500,47985674,5541250853,9554256084,9554256084
80405,Frastanz,6397,31.10.2017,2019,31.12.2019,301083155,2963600,9210891,609259593,1829499971,220897525
80406,Fraxern,702,31.10.2017,2019,31.12.2019,414290224,0,0,414290224,21182461,228906477
80407,Göfis,3305,31.10.2017,2019,31.12.2019,1377552738,0,0,1377552738,973722581,973722581
80408,Götzis,11436,31.10.2017,2019,31.12.2019,2687201594,5853300,17448254,3272531594,3530153783,3530153783
80409,Klaus,3142,31.10.2017,2019,31.12.2019,1371696187,0,-165984,1371530203,970721433,970721433
80410,Koblach,4557,31.10.2017,2019,31.12.2019,122788735,4400600,0,562848735,1201736349,1201736349
80411,Laterns,659,31.10.2017,2019,31.12.2019,3954008,1512800,0,5466808,379340005,379340005
80412,Mäder,4026,31.10.2017,2019,31.12.2019,717158001,2173800,0,934538001,1062318605,1062318605
80413,Meiningen,2245,31.10.2017,2019,31.12.2019,97198178,1079200,0,205118178,510064959,510064959
80414,Rankweil,11848,31.10.2017,2019,31.12.2019,1034297366,0,18455960,1036100801,3687463045,3687463045
80415,Röns,350,31.10.2017,2019,31.12.2019,210927449,1267100,0,337637449,171681101,179700369
80416,Röthis,1948,31.10.2017,2019,31.12.2019,124279688,0,0,124279688,619575247,619575247
80417,Satteins ,2698,31.10.2017,2019,31.12.2019,60236894,2193900,0,279626894,901142905,901142905
80418,Schlins,2378,31.10.2017,2019,31.12.2019,549192822,0,0,549192822,64962378,64962378
80419,Schnifis,801,31.10.2017,2019,31.12.2019,81283944,0,0,81283944,205393535,205393535
80420,Sulz,2554,31.10.2017,2019,31.12.2019,782988106,0,14895947,797884053,1235325133,1263602152
80421,Übersaxen,627,31.10.2017,2019,31.12.2019,170687141,0,0,170687141,28752949,29111103
80422,Viktorsberg,408,31.10.2017,2019,31.12.2019,3183188,0,0,3183188,132956768,132956768
80423,Weiler,2090,31.10.2017,2019,31.12.2019,369750057,284000,0,398150057,60576556,60576556
80424,Zwischenwasser ,3196,31.10.2017,2019,31.12.2019,491399699,757300,0,567129699,885708863,885708863
